A,B,C,D,E,F,G,H,I,s
2,12,15,3,11,9,5,18,0,75
2,12,15,3,11,9,5,19,20,96
2,12,15,3,11,9,14,7,0,73
2,12,15,3,11,9,19,8,0,79
2,12,15,3,11,12,9,11,5,80
2,12,15,3,11,12,9,14,5,83
2,12,15,3,11,13,1,14,0,71
2,12,15,3,11,15,21,20,0,99
2,12,15,3,11,16,1,20,5,85
2,12,15,3,11,19,0,0,0,62
2,12,15,3,11,19,8,9,16,95
2,12,15,3,11,23,15,15,4,100
2,12,15,3,19,0,0,0,0,51
2,12,15,4,9,20,5,0,0,67
2,12,15,5,4,9,20,5,0,72
2,12,15,11,5,0,0,0,0,45
2,12,15,11,5,19,0,0,0,64
2,12,15,12,12,25,0,0,0,78
2,12,15,13,1,14,0,0,0,57
2,12,15,14,4,0,0,0,0,47
2,12,15,14,4,5,0,0,0,52
2,12,15,14,4,5,18,0,0,70
2,12,15,14,4,5,19,0,0,71
2,12,15,14,4,5,19,20,0,91
2,12,15,14,4,9,14,5,0,75
2,12,15,14,4,9,19,8,0,83
2,12,15,14,4,14,5,19,19,104
2,12,15,14,4,19,0,0,0,66
2,12,15,15,4,1,12,16,0,77
2,12,15,15,4,2,1,20,8,79
2,12,15,15,4,2,5,1,20,76
2,12,15,15,4,2,9,18,4,81
2,12,15,15,4,4,18,15,16,101
2,12,15,15,4,5,4,0,0,57
2,12,15,15,4,6,9,14,0,77
2,12,15,15,4,6,9,14,19,96
2,12,15,15,4,25,0,0,0,73
2,12,15,15,4,9,5,4,0,66
2,12,15,15,4,9,5,18,0,80
2,12,15,15,4,9,5,19,0,81
2,12,15,15,4,9,5,19,20,101
2,12,15,15,4,25,9,14,7,103
2,12,15,15,4,9,12,25,0,94
2,12,15,15,4,9,14,7,0,78
2,12,15,15,4,9,14,7,19,97
2,12,15,15,4,12,5,1,6,72
2,12,15,15,4,12,5,19,19,103
2,12,15,15,4,12,9,11,5,85
2,12,15,15,4,12,9,14,5,88
2,12,15,15,4,12,21,19,20,120
2,12,15,15,4,14,15,21,14,112
2,12,15,15,4,18,5,4,0,75
2,12,15,15,4,18,9,16,5,96
2,12,15,15,4,18,15,15,20,116
2,12,15,15,4,19,0,0,0,67
2,12,15,15,4,19,8,5,4,84
2,12,15,15,4,19,8,15,20,110
2,12,15,15,4,19,21,3,11,102
2,12,15,15,4,20,5,19,20,112
2,12,15,15,4,23,5,5,4,85
2,12,15,15,4,23,9,20,0,100
2,12,15,15,4,23,9,20,5,105
2,12,15,15,4,23,15,15,4,105
2,12,15,15,4,23,15,18,13,117
2,12,15,15,4,23,15,18,20,124
2,12,15,15,5,25,0,0,0,74
2,12,15,15,9,5,0,0,0,58
2,12,15,15,13,1,7,5,0,70
2,12,15,15,13,5,4,0,0,66
2,12,15,15,13,5,18,19,0,99
2,12,15,15,13,6,5,12,12,92
2,12,15,15,13,25,0,0,0,82
2,12,15,15,13,9,5,18,0,89
2,12,15,15,13,9,5,19,20,110
2,12,15,15,13,9,14,7,0,87
2,12,15,15,13,11,9,14,0,91
2,12,15,15,13,12,5,19,19,112
2,12,15,15,13,19,0,0,0,76
2,12,15,15,16,0,0,0,0,60
2,12,15,15,16,5,4,0,0,69
2,12,15,15,16,5,18,0,0,83
2,12,15,15,16,5,18,19,0,102
2,12,15,15,16,9,14,7,0,90
2,12,15,15,16,19,0,0,0,79
2,12,15,15,20,8,0,0,0,72
2,12,15,18,5,0,0,0,0,52
2,12,15,19,13,25,0,0,0,86
2,12,15,19,19,15,13,5,4,104
2,12,15,19,19,15,13,25,0,120
2,12,15,19,19,15,13,18,25,138
2,12,15,19,19,15,13,19,0,114
2,12,15,20,0,0,0,0,0,49
2,12,15,20,3,8,0,0,0,60
2,12,15,20,3,8,5,4,0,69
2,12,15,20,3,8,5,19,0,84
2,12,15,20,3,8,25,0,0,85
2,12,15,20,3,8,9,5,18,92
2,12,15,20,3,8,9,12,25,106
2,12,15,20,3,8,9,14,7,90
2,12,15,20,5,0,0,0,0,54
2,12,15,20,12,5,19,19,0,104
2,12,15,20,19,0,0,0,0,68
2,12,15,20,20,5,4,0,0,78
2,12,15,20,20,5,18,0,0,92
2,12,15,20,20,5,18,19,0,111
2,12,15,20,20,25,0,0,0,94
2,12,15,20,20,9,5,18,0,101
2,12,15,20,20,9,5,19,20,122
2,12,15,20,20,9,14,7,0,99
2,12,15,20,20,15,0,0,0,84
2,12,15,20,20,20,15,0,0,104
2,12,15,21,19,5,0,0,0,74
2,12,15,21,19,5,4,0,0,78
2,12,15,21,19,5,19,0,0,93
2,12,15,21,19,25,0,0,0,94
2,12,15,21,19,9,5,18,0,101
2,12,15,21,19,9,5,19,20,122
2,12,15,21,19,9,12,25,0,115
2,12,15,21,19,9,14,7,0,99
2,12,15,21,19,15,14,0,0,98
2,12,15,21,19,15,14,19,0,117
2,12,15,21,20,0,0,0,0,70
2,12,15,22,9,1,20,5,0,86
2,12,15,22,9,1,20,5,4,90
2,12,15,22,9,1,20,5,19,105
2,12,15,23,2,1,3,11,0,69
2,12,15,23,2,1,3,11,19,88
2,12,15,23,2,1,12,12,0,79
2,12,15,23,2,1,12,12,19,98
2,12,15,23,2,25,0,0,0,79
2,12,15,23,2,25,19,0,0,98
2,12,15,23,3,1,19,5,0,80
2,12,15,23,3,15,3,11,0,84
2,12,15,23,4,15,23,14,0,108
2,12,15,23,5,4,0,0,0,61
2,12,15,23,5,14,0,0,0,71
2,12,15,23,5,18,0,0,0,75
2,12,15,23,5,18,19,0,0,94
2,12,15,23,5,19,19,0,0,95
2,12,15,23,6,9,19,8,0,94
2,12,15,23,6,12,25,0,0,95
2,12,15,23,6,12,9,5,19,103
2,12,15,23,7,21,14,0,0,94
2,12,15,23,7,21,14,19,0,113
2,12,15,23,8,1,18,4,0,83
2,12,15,23,8,1,18,4,19,102
2,12,15,23,8,15,12,5,0,92
2,12,15,23,8,15,12,5,19,111
2,12,15,23,25,0,0,0,0,77
2,12,15,23,9,5,0,0,0,66
2,12,15,23,9,5,18,0,0,84
2,12,15,23,9,5,19,20,0,105
2,12,15,23,9,14,5,19,19,118
2,12,15,23,9,14,7,0,0,82
2,12,15,23,9,14,7,19,0,101
2,12,15,23,9,18,15,14,0,108
2,12,15,23,10,15,2,0,0,79
2,12,15,23,10,15,2,19,0,98
2,12,15,23,12,1,13,16,0,94
2,12,15,23,12,9,14,5,0,92
2,12,15,23,14,0,0,0,0,66
2,12,15,23,15,6,6,0,0,79
2,12,15,23,15,6,6,19,0,98
2,12,15,23,15,21,20,0,0,108
2,12,15,23,15,21,20,19,0,127
2,12,15,23,16,9,16,5,0,98
2,12,15,23,16,9,16,5,19,117
2,12,15,23,16,9,20,0,0,97
2,12,15,23,16,15,9,14,20,126
2,12,15,23,16,18,15,15,6,122
2,12,15,23,19,0,0,0,0,71
2,12,15,23,19,5,0,0,0,76
2,12,15,23,19,5,4,0,0,80
2,12,15,23,19,25,0,0,0,96
2,12,15,23,19,9,5,18,0,103
2,12,15,23,19,9,5,19,20,124
2,12,15,23,19,9,12,25,0,117
2,12,15,23,19,16,18,1,25,131
2,12,15,23,20,8,0,0,0,80
2,12,15,23,20,15,18,3,8,116
2,12,15,23,20,21,2,5,0,100
2,12,15,23,20,21,2,5,19,119
2,12,15,23,21,16,0,0,0,89
2,12,15,23,21,16,19,0,0,108
2,12,15,23,26,5,0,0,0,83
2,12,15,23,26,5,4,0,0,87
2,12,15,23,26,25,0,0,0,103
2,12,15,23,26,9,5,18,0,110
2,12,15,23,26,9,5,19,20,131
2,12,15,23,26,9,12,25,0,124
2,12,15,23,26,9,14,7,0,108
2,12,21,2,0,0,0,0,0,37
2,12,21,2,2,5,4,0,0,48
2,12,21,2,2,5,18,0,0,62
2,12,21,2,2,5,18,5,4,71
2,12,21,2,2,5,18,5,18,85
2,12,21,2,2,5,18,25,0,87
2,12,21,2,2,5,18,19,0,81
2,12,21,2,2,9,14,7,0,69
2,12,21,3,8,5,18,19,0,88
2,12,21,4,7,5,0,0,0,51
2,12,21,4,7,5,4,0,0,55
2,12,21,4,7,5,15,14,0,80
2,12,21,4,7,5,15,14,19,99
2,12,21,4,7,5,18,0,0,69
2,12,21,4,7,9,14,7,0,76
2,12,21,5,2,1,3,11,0,57
2,12,21,5,2,1,12,12,19,86
2,12,21,5,2,5,1,4,0,52
2,12,21,5,2,5,12,12,19,90
2,12,21,5,2,5,18,18,25,108
2,12,21,5,2,9,12,12,0,75
2,12,21,5,2,9,12,12,19,94
2,12,21,5,2,9,18,4,0,73
2,12,21,5,2,9,18,4,19,92
2,12,21,5,2,12,1,3,11,69
2,12,21,5,2,12,1,23,0,78
2,12,21,5,2,12,15,15,4,88
2,12,21,5,2,15,15,11,0,83
2,12,21,5,2,15,15,11,19,102
2,12,21,5,2,21,3,11,0,77
2,12,21,5,2,21,19,8,0,90
2,12,21,5,3,1,16,0,0,60
2,12,21,5,3,1,16,19,0,79
2,12,21,5,3,15,1,20,0,79
2,12,21,5,3,15,1,20,19,98
2,12,21,5,3,21,16,0,0,80
2,12,21,5,3,21,18,12,19,113
2,12,21,5,4,0,0,0,0,44
2,12,21,5,6,9,14,0,0,69
2,12,21,5,6,9,14,19,0,88
2,12,21,5,6,9,19,8,0,82
2,12,21,5,7,9,12,12,0,80
2,12,21,5,7,9,12,12,19,99
2,12,21,5,7,15,23,14,0,99
2,12,21,5,7,18,1,19,19,104
2,12,21,5,7,21,13,0,0,81
2,12,21,5,7,21,13,19,0,100
2,12,21,5,8,5,1,4,0,58
2,12,21,5,8,5,1,4,19,77
2,12,21,5,9,14,7,0,0,70
2,12,21,5,9,14,7,19,0,89
2,12,21,5,25,19,0,0,0,84
2,12,21,5,9,19,8,0,0,76
2,12,21,5,10,1,3,11,0,65
2,12,21,5,10,1,3,11,19,84
2,12,21,5,10,1,25,19,0,95
2,12,21,5,10,15,9,14,20,108
2,12,21,5,12,5,7,0,0,64
2,12,21,5,12,5,7,19,0,83
2,12,21,5,12,25,0,0,0,77
2,12,21,5,12,9,14,5,0,80
2,12,21,5,12,9,14,5,19,99
2,12,21,5,14,5,19,19,0,97
2,12,21,5,14,15,19,5,0,93
2,12,21,5,14,15,19,5,4,97
2,12,21,5,14,15,19,5,19,112
2,12,21,5,16,15,9,14,20,114
2,12,21,5,16,18,9,14,20,117
2,12,21,5,18,0,0,0,0,58
2,12,21,5,19,0,0,0,0,59
2,12,21,5,19,25,0,0,0,84
2,12,21,5,19,9,4,5,19,96
2,12,21,5,19,9,5,18,0,91
2,12,21,5,19,13,1,14,0,87
2,12,21,5,19,13,5,14,0,91
2,12,21,5,19,20,0,0,0,79
2,12,21,5,19,20,5,13,0,97
2,12,21,5,19,20,5,13,19,116
2,12,21,5,19,20,15,14,5,113
2,12,21,5,20,8,0,0,0,68
2,12,21,5,20,9,3,11,0,83
2,12,21,5,20,9,20,0,0,89
2,12,21,5,20,15,16,0,0,91
2,12,21,5,20,15,16,19,0,110
2,12,21,5,20,19,0,0,0,79
2,12,21,5,23,5,5,4,0,77
2,12,21,5,23,5,5,4,19,96
2,12,21,5,23,9,14,7,0,93
2,12,21,5,23,15,15,4,0,97
2,12,21,5,23,15,15,4,19,116
2,12,21,6,6,0,0,0,0,47
2,12,21,6,6,1,2,12,5,67
2,12,21,6,6,5,4,0,0,56
2,12,21,6,6,5,18,0,0,70
2,12,21,6,6,5,18,19,0,89
2,12,21,6,6,5,19,20,0,91
2,12,21,6,6,25,0,0,0,72
2,12,21,6,6,9,14,7,0,77
2,12,21,6,6,12,25,0,0,84
2,12,21,6,6,14,5,19,19,104
2,12,21,6,20,5,18,0,0,84
2,12,21,7,7,25,0,0,0,74
2,12,21,9,14,7,0,0,0,65
2,12,21,9,14,7,19,0,0,84
2,12,21,9,19,8,0,0,0,71
2,12,21,9,19,13,0,0,0,76
2,12,21,9,19,14,5,19,19,120
2,12,21,13,5,0,0,0,0,53
2,12,21,13,5,4,0,0,0,57
2,12,21,13,5,19,0,0,0,72
2,12,21,13,9,14,7,0,0,78
2,12,21,14,4,5,18,0,0,76
2,12,21,14,4,5,18,5,4,85
2,12,21,14,4,5,18,5,18,99
2,12,21,14,4,5,18,19,0,95
2,12,21,14,7,5,0,0,0,61
2,12,21,14,7,5,4,0,0,65
2,12,21,14,7,5,18,0,0,79
2,12,21,14,7,5,18,19,0,98
2,12,21,14,7,5,19,0,0,80
2,12,21,14,7,9,14,7,0,86
2,12,21,14,11,5,18,0,0,83
2,12,21,14,11,5,20,0,0,85
2,12,21,14,11,19,0,0,0,79
2,12,21,14,14,5,14,0,0,82
2,12,21,14,20,5,4,0,0,78
2,12,21,14,20,5,18,0,0,92
2,12,21,14,20,5,19,20,0,113
2,12,21,14,20,8,5,1,4,87
2,12,21,14,20,9,5,0,0,83
2,12,21,14,20,9,14,7,0,99
2,12,21,14,20,9,19,8,0,105
2,12,21,14,20,12,25,0,0,106
2,12,21,14,20,14,5,19,19,126
2,12,21,14,20,19,0,0,0,88
2,12,21,16,0,0,0,0,0,51
2,12,21,18,0,0,0,0,0,53
2,12,21,18,2,0,0,0,0,55
2,12,21,18,2,5,4,0,0,64
2,12,21,18,2,9,14,7,0,85
2,12,21,18,2,9,19,20,0,103
2,12,21,18,2,19,0,0,0,74
2,12,21,18,16,9,14,7,0,99
2,12,21,18,18,5,4,0,0,80
2,12,21,18,18,5,4,12,25,117
2,12,21,18,18,5,18,0,0,94
2,12,21,18,18,25,0,0,0,96
2,12,21,18,18,9,5,18,0,103
2,12,21,18,18,9,5,19,20,124
2,12,21,18,18,9,12,25,0,117
2,12,21,18,18,9,14,7,0,101
2,12,21,18,19,0,0,0,0,72
2,12,21,18,20,0,0,0,0,73
2,12,21,18,20,5,4,0,0,82
2,12,21,18,20,5,18,0,0,96
2,12,21,18,20,5,18,19,0,115
2,12,21,18,20,9,14,7,0,103
2,12,21,18,20,19,0,0,0,92
2,12,21,19,8,0,0,0,0,62
2,12,21,19,8,5,4,0,0,71
2,12,21,19,8,5,18,0,0,85
2,12,21,19,8,5,18,19,0,104
2,12,21,19,8,5,19,0,0,86
2,12,21,19,8,5,20,0,0,87
2,12,21,19,8,6,21,12,0,101
2,12,21,19,8,25,0,0,0,87
2,12,21,19,8,9,14,7,0,92
2,12,21,19,8,12,5,19,19,117
2,12,21,19,8,20,0,0,0,82
2,12,21,19,8,23,15,18,20,138
2,12,21,19,20,5,18,0,0,97
2,12,21,19,20,5,18,5,4,106
2,12,21,19,20,5,18,5,18,120
2,12,21,19,20,5,18,25,0,122
2,12,21,19,20,5,18,19,0,116
2,12,21,20,23,21,18,19,20,156
2,15,2,1,0,0,0,0,0,20
2,15,2,1,3,0,0,0,0,23
2,15,2,1,3,8,5,0,0,36
2,15,2,1,3,8,5,5,0,41
2,15,2,1,14,3,5,0,0,42
2,15,2,2,5,4,0,0,0,30
2,15,2,2,5,10,1,1,14,52
2,15,2,2,5,18,0,0,0,44
2,15,2,2,5,18,25,0,0,69
2,15,2,2,5,18,9,5,19,77
2,15,2,2,5,18,19,0,0,63
2,15,2,2,9,5,19,0,0,54
2,15,2,2,9,14,0,0,0,44
2,15,2,2,9,14,5,18,0,67
2,15,2,2,9,14,5,20,0,69
2,15,2,2,9,14,5,20,19,88
2,15,2,2,9,14,7,0,0,51
2,15,2,2,9,14,19,0,0,63
2,15,2,2,9,19,8,0,0,57
2,15,2,2,9,19,8,12,25,94
2,15,2,2,12,5,0,0,0,38
2,15,2,2,12,5,4,0,0,42
2,15,2,2,12,5,19,0,0,57
2,15,2,2,12,9,14,7,0,63
2,15,2,3,1,20,0,0,0,43
2,15,2,3,1,20,19,0,0,62
2,15,2,3,15,1,20,0,0,58
2,15,2,5,3,8,5,0,0,40
2,15,2,5,3,8,5,19,0,59
2,15,2,5,20,0,0,0,0,44
2,15,2,6,12,25,0,0,0,62
2,15,2,6,12,9,5,19,0,70
2,15,2,6,12,15,1,20,0,73
2,15,2,10,5,18,15,13,0,80
2,15,2,12,5,20,0,0,0,56
2,15,2,15,12,0,0,0,0,46
2,15,2,15,12,9,14,11,0,80
2,15,2,15,12,9,14,11,19,99
2,15,2,15,15,20,9,0,0,78
2,15,2,15,20,5,5,0,0,64
2,15,2,15,20,9,5,0,0,68
2,15,2,15,23,12,5,18,0,92
2,15,2,19,0,0,0,0,0,38
2,15,2,19,12,5,4,0,0,59
2,15,2,19,12,5,4,5,4,68
2,15,2,19,12,5,4,19,0,78
2,15,2,19,12,5,9,7,8,79
2,15,2,19,20,1,25,0,0,84
2,15,2,19,20,1,25,19,0,103
2,15,2,20,1,9,12,0,0,61
2,15,2,20,1,9,12,5,4,70
2,15,2,20,1,9,12,19,0,80
2,15,2,23,8,9,20,5,19,103
2,15,2,23,15,15,4,0,0,76
2,15,3,1,3,3,9,15,0,51
2,15,3,1,3,3,9,15,19,70
2,15,3,1,7,5,0,0,0,33
2,15,3,1,12,0,0,0,0,33
2,15,3,1,18,4,15,0,0,58
2,15,3,1,19,9,14,0,0,63
2,15,3,1,19,9,14,5,0,68
2,15,3,3,1,0,0,0,0,24
2,15,3,3,1,12,5,0,0,41
2,15,3,3,1,18,15,0,0,57
2,15,3,3,5,0,0,0,0,28
2,15,3,3,5,19,0,0,0,47
2,15,3,3,9,0,0,0,0,32
2,15,3,3,9,1,0,0,0,33
2,15,3,3,9,1,19,0,0,52
2,15,3,3,9,5,0,0,0,37
2,15,3,3,9,5,19,0,0,56
2,15,3,3,9,19,0,0,0,51
2,15,3,5,0,0,0,0,0,25
2,15,3,8,5,18,0,0,0,51
2,15,3,8,5,19,0,0,0,52
2,15,3,8,21,18,0,0,0,67
2,15,3,11,5,25,0,0,0,61
2,15,3,11,5,18,5,12,0,71
2,15,3,11,5,18,5,20,0,79
2,15,3,11,9,14,7,0,0,61
2,15,3,11,19,0,0,0,0,50
2,15,3,15,25,0,0,0,0,60
2,15,3,19,20,1,6,6,0,72
2,15,4,1,3,8,0,0,0,33
2,15,4,1,3,9,15,21,19,89
2,15,4,4,1,7,8,0,0,41
2,15,4,4,12,5,0,0,0,42
2,15,4,5,4,0,0,0,0,30
2,15,4,5,6,21,12,0,0,65
2,15,4,5,6,21,12,12,25,102
2,15,4,5,7,1,19,0,0,53
2,15,4,5,7,15,14,0,0,62
2,15,4,5,7,15,14,5,19,86
2,15,4,5,13,5,14,20,0,78
2,15,4,5,13,5,14,20,19,97
2,15,4,5,14,0,0,0,0,40
2,15,4,5,18,0,0,0,0,44
2,15,4,5,19,0,0,0,0,45
2,15,4,5,23,1,19,8,0,77
2,15,4,5,23,15,18,4,0,86
2,15,4,7,5,0,0,0,0,33
2,15,4,7,5,18,0,0,0,51
2,15,4,7,5,18,25,0,0,76
2,15,4,7,9,5,0,0,0,42
2,15,4,8,9,0,0,0,0,38
2,15,4,8,9,19,1,20,0,78
2,15,4,25,2,21,9,12,4,94
2,15,4,9,3,5,0,0,0,38
2,15,4,9,3,5,4,0,0,42
2,15,4,9,3,5,19,0,0,57
2,15,4,25,3,8,5,3,11,76
2,15,4,9,5,4,0,0,0,39
2,15,4,9,5,18,0,0,0,53
2,15,4,9,5,18,15,14,0,82
2,15,4,9,5,19,0,0,0,54
2,15,4,25,7,21,1,18,4,97
2,15,4,25,8,15,15,4,0,88
2,15,4,25,9,14,7,0,0,76
2,15,4,9,11,9,14,0,0,64
2,15,4,25,11,9,14,19,0,99
2,15,4,9,12,5,19,19,0,85
2,15,4,25,12,5,19,19,0,101
2,15,4,9,12,25,0,0,0,67
2,15,4,9,12,9,26,5,0,82
2,15,4,25,13,1,11,5,18,94
2,15,4,9,13,5,14,20,0,82
2,15,4,9,14,7,0,0,0,51
2,15,4,9,14,7,12,25,0,88
2,15,4,9,14,7,19,0,0,70
2,15,4,25,16,12,1,20,5,100
2,15,4,25,19,8,9,18,20,120
2,15,4,25,19,21,9,20,0,115
2,15,4,25,19,21,9,20,19,134
2,15,4,25,19,21,18,6,0,110
2,15,4,25,19,21,18,6,19,129
2,15,4,25,23,5,1,18,0,93
2,15,4,25,23,9,19,5,0,102
2,15,4,25,23,15,15,4,0,103
2,15,4,25,23,15,18,11,0,113
2,15,4,25,23,15,18,11,19,132
2,15,4,11,5,14,0,0,0,51
2,15,4,11,9,14,19,0,0,74
2,15,4,12,5,0,0,0,0,38
2,15,4,15,3,11,0,0,0,50
2,15,4,15,14,9,4,0,0,63
2,15,4,18,1,7,0,0,0,47
2,15,4,18,1,7,5,0,0,52
2,15,4,19,0,0,0,0,0,40
2,15,4,19,20,9,3,11,0,83
2,15,4,23,15,18,4,0,0,81
2,15,5,0,0,0,0,0,0,22
2,15,5,8,13,9,20,5,19,96
2,15,5,15,20,1,18,3,8,87
2,15,5,18,19,0,0,0,0,59
2,15,5,20,20,14,5,18,0,99
2,15,6,6,9,14,0,0,0,52
2,15,6,6,9,14,19,0,0,71
2,15,6,6,15,0,0,0,0,44
2,15,6,6,15,12,1,0,0,57
2,15,6,6,15,12,1,19,0,76
2,15,6,6,15,19,0,0,0,63
2,15,6,6,19,0,0,0,0,48
2,15,7,0,0,0,0,0,0,24
2,15,7,1,0,0,0,0,0,25
2,15,7,1,3,8,0,0,0,36
2,15,7,1,14,19,0,0,0,58
2,15,7,1,20,25,18,0,0,88
2,15,7,2,5,1,14,0,0,46
2,15,7,2,5,1,14,19,0,65
2,15,7,2,5,18,18,25,0,92
2,15,7,5,25,5,4,0,0,63
2,15,7,5,25,9,14,7,0,84
2,15,7,5,25,13,1,14,0,82
2,15,7,5,25,13,5,14,0,86
2,15,7,5,25,19,0,0,0,73
2,15,7,5,20,0,0,0,0,49
2,15,7,6,5,18,14,0,0,67
2,15,7,7,1,18,4,0,0,54
2,15,7,7,1,18,20,0,0,70
2,15,7,7,5,4,0,0,0,40
2,15,7,7,25,0,0,0,0,56
2,15,7,7,9,5,18,0,0,63
2,15,7,7,9,5,19,20,0,84
2,15,7,7,9,14,0,0,0,54
2,15,7,7,9,14,5,19,19,97
2,15,7,7,9,14,7,0,0,61
2,15,7,7,9,19,8,0,0,67
2,15,7,7,12,5,0,0,0,48
2,15,7,7,12,5,2,15,0,65
2,15,7,7,12,5,4,0,0,52
2,15,7,7,12,5,18,0,0,66
2,15,7,7,12,5,18,19,0,85
2,15,7,7,12,5,19,0,0,67
2,15,7,7,12,9,14,7,0,73
2,15,7,7,12,9,19,8,0,79
2,15,7,8,15,12,5,0,0,64
2,15,7,25,0,0,0,0,0,49
2,15,7,25,4,15,13,0,0,81
2,15,7,9,5,13,1,14,0,66
2,15,7,9,5,18,0,0,0,56
2,15,7,9,5,19,0,0,0,57
2,15,7,25,9,19,13,0,0,90
2,15,7,25,9,19,13,19,0,109
2,15,7,25,12,1,14,4,0,80
2,15,7,25,13,1,14,0,0,77
2,15,7,25,13,5,14,0,0,81
2,15,7,25,19,0,0,0,0,68
2,15,7,12,1,14,4,0,0,55
2,15,7,12,1,14,4,5,18,78
2,15,7,12,5,0,0,0,0,41
2,15,7,12,5,4,0,0,0,45
2,15,7,12,5,4,15,13,0,73
2,15,7,12,5,19,0,0,0,60
2,15,7,12,5,20,0,0,0,61
2,15,7,13,1,14,0,0,0,52
2,15,7,13,9,18,5,0,0,69
2,15,7,15,14,7,0,0,0,60
2,15,7,15,20,1,14,1,0,75
2,15,7,19,0,0,0,0,0,43
2,15,7,19,21,3,11,5,18,101
2,15,7,20,18,15,20,0,0,97
2,15,7,21,5,4,0,0,0,54
2,15,7,21,9,14,7,0,0,75
2,15,7,21,13,0,0,0,0,58
2,15,7,21,19,0,0,0,0,64
2,15,7,21,19,14,5,19,19,121
2,15,7,23,1,25,0,0,0,73
2,15,7,23,15,15,4,0,0,81
2,15,7,23,15,15,4,19,0,100
2,15,7,23,15,18,20,0,0,100
2,15,8,0,0,0,0,0,0,25
2,15,8,1,23,14,0,0,0,63
2,15,8,5,1,19,0,0,0,50
2,15,8,5,13,9,1,14,19,86
2,15,8,5,13,9,1,19,0,72
2,15,8,5,13,9,21,13,0,86
2,15,8,5,18,5,5,14,0,72
2,15,8,9,18,5,5,14,0,76
2,15,8,13,9,20,5,0,0,72
2,15,8,15,0,0,0,0,0,40
2,15,8,15,18,0,0,0,0,58
2,15,8,15,18,1,0,0,0,59
2,15,8,15,18,15,11,0,0,84
2,15,8,21,14,11,0,0,0,71
2,15,8,21,14,11,19,0,0,90
2,15,25,1,14,7,0,0,0,64
2,15,25,1,18,0,0,0,0,61
2,15,25,1,18,4,0,0,0,65
2,15,25,1,18,4,9,19,13,106
2,15,25,1,18,4,15,13,0,93
2,15,25,1,18,4,19,0,0,84
2,15,25,1,18,9,19,13,0,102
2,15,25,1,18,9,19,13,19,121
2,15,25,1,18,19,0,0,0,80
2,15,25,1,21,0,0,0,0,64
2,15,25,1,21,19,0,0,0,83
2,15,25,1,21,24,0,0,0,88
2,15,25,3,8,9,3,11,0,76
2,15,25,3,8,9,3,11,19,95
2,15,25,3,8,9,11,0,0,73
2,15,25,3,8,9,11,19,0,92
2,15,25,3,15,20,20,0,0,100
2,15,25,3,15,20,20,5,4,109
2,15,25,3,15,20,20,5,18,123
2,15,25,3,15,20,20,19,0,119
2,15,9,4,0,0,0,0,0,30
2,15,25,4,5,11,25,14,0,101
2,15,25,4,15,13,0,0,0,74
2,15,9,5,20,20,5,0,0,76
2,15,25,6,18,9,5,14,4,98
2,15,25,7,0,0,0,0,0,49
2,15,9,7,9,4,0,0,0,46
2,15,9,7,21,1,3,21,0,79
2,15,25,8,15,15,4,0,0,84
2,15,25,8,15,15,4,19,0,103
2,15,25,9,19,8,0,0,0,78
2,15,25,9,19,8,12,25,0,115
2,15,25,9,19,13,0,0,0,83
2,15,9,12,0,0,0,0,0,38
2,15,25,12,1,0,0,0,0,55
2,15,9,12,1,2,12,5,0,58
2,15,25,12,1,19,0,0,0,74
2,15,9,12,4,15,23,14,0,94
2,15,9,12,5,4,0,0,0,47
2,15,9,12,5,18,0,0,0,61
2,15,9,12,5,18,6,21,12,100
2,15,9,12,5,18,25,0,0,86
2,15,9,12,5,18,13,1,14,89
2,15,9,12,5,18,19,0,0,80
2,15,9,12,25,0,0,0,0,63
2,15,25,12,9,11,5,0,0,79
2,15,9,12,9,14,7,0,0,68
2,15,9,12,9,14,7,12,25,105
2,15,9,12,15,6,6,0,0,65
2,15,9,12,15,6,6,19,0,84
2,15,9,12,15,22,5,18,0,98
2,15,9,12,19,0,0,0,0,57
2,15,9,14,7,0,0,0,0,47
2,15,25,15,0,0,0,0,0,57
2,15,25,15,12,15,7,25,0,116
2,15,25,15,19,0,0,0,0,76
2,15,9,19,5,18,9,5,0,82
2,15,9,19,5,18,9,5,19,101
2,15,25,19,8,9,16,0,0,94
2,15,9,19,19,5,1,21,0,91
2,15,9,19,19,5,1,21,24,115
2,15,9,19,20,0,0,0,0,65
2,15,9,19,20,15,21,19,0,120
2,15,9,20,5,0,0,0,0,51
2,15,9,20,5,19,0,0,0,70
2,15,9,20,8,18,9,14,0,95
2,15,25,21,14,1,0,0,0,78
2,15,10,9,20,5,0,0,0,61
2,15,10,15,0,0,0,0,0,42
2,15,11,1,4,1,13,0,0,47
2,15,11,1,18,4,0,0,0,51
2,15,11,1,18,11,0,0,0,58
2,15,11,5,0,0,0,0,0,33
2,15,11,15,0,0,0,0,0,43
2,15,11,15,13,0,0,0,0,56
2,15,11,15,19,0,0,0,0,62
2,15,12,1,0,0,0,0,0,30
2,15,12,1,18,0,0,0,0,48
2,15,12,1,19,0,0,0,0,49
2,15,12,1,19,5,19,0,0,73
2,15,12,2,1,14,1,3,0,50
2,15,12,2,15,14,1,3,0,64
2,15,12,4,0,0,0,0,0,33
2,15,12,4,5,4,0,0,0,42
2,15,12,4,5,14,0,0,0,52
2,15,12,4,5,18,0,0,0,56
2,15,12,4,5,19,20,0,0,77
